1	90	0.0133	-8.5493	0.0133	-8.5493	528	395	0	-8.5	0	3.5	1	0	1	1	0	0	0	0
1	90	0.0188	-8.5571	0.0188	-8.5571	528	395	0	-8.5	0	3.5	1	0	21	1	0	0	0	0
1	90	0.0368	-8.5729	0.0368	-8.5729	528	395	0	-8.5	0	3.5	1	0	41	1	0	0	0	0
1	90	0.0478	-8.5886	0.0478	-8.5886	528	395	0	-8.5	0	3.5	1	0	61	1	0	0	0	0
1	90	0.06	-8.6096	0.06	-8.6096	528	395	0	-8.5	0	3.5	1	0	81	1	0	0	0	0
1	90	0.0793	-8.6306	0.0793	-8.6306	528	395	0	-8.5	0	3.5	1	0	101	1	0	0	0	0
1	90	0.0874	-8.6489	0.0874	-8.6489	528	395	0	-8.5	0	3.5	1	0	121	1	0	0	0	0
1	90	0.1025	-8.6672	0.1025	-8.6672	528	395	0	-8.5	0	3.5	1	0	141	1	0	0	0	0
1	90	0.1122	-8.6777	0.1122	-8.6777	528	395	0	-8.5	0	3.5	1	0	161	1	0	0	0	0
1	90	0.1219	-8.6881	0.1219	-8.6881	528	395	0	-8.5	0	3.5	1	0	181	1	0	0	0	0
1	90	0.1261	-8.6908	0.1261	-8.6908	528	395	0	-8.5	0	3.5	1	0	201	1	0	0	0	0
1	90	0.1261	-8.6908	0.1261	-8.6908	528	395	0	-8.5	0	3.5	1	0	221	1	0	0	0	0
1	90	0.1219	-8.6881	0.1219	-8.6881	528	395	0	-8.5	0	3.5	1	0	241	1	0	0	0	0
1	90	0.1219	-8.6881	0.1219	-8.6881	528	395	0	-8.5	0	3.5	1	0	261	1	0	0	0	0
1	90	0.1177	-8.6855	0.1177	-8.6855	528	395	0	-8.5	0	3.5	1	0	281	1	0	0	0	0
1	90	0.1177	-8.6855	0.1177	-8.6855	528	395	0	-8.5	0	3.5	1	0	301	1	0	0	0	0
1	90	0.1148	-8.6882	0.1148	-8.6882	528	395	0	-8.5	0	3.5	1	0	321	1	0	0	0	0
1	90	0.1148	-8.6882	0.1148	-8.6882	528	395	0	-8.5	0	3.5	1	0	341	1	0	0	0	0
1	90	0.1119	-8.6908	0.1119	-8.6908	528	395	0	-8.5	0	3.5	1	0	361	1	0	0	0	0
1	90	0.1119	-8.6908	0.1119	-8.6908	528	395	0	-8.5	0	3.5	1	0	381	1	0	0	0	0
1	90	0.1119	-8.6908	0.1119	-8.6908	528	395	0	-8.5	0	3.5	1	0	401	1	0	0	0	0
1	90	0.1119	-8.6908	0.1119	-8.6908	528	395	0	-8.5	0	3.5	1	0	421	1	0	0	0	0
1	90	0.1148	-8.6882	0.1148	-8.6882	528	395	0	-8.5	0	3.5	1	0	441	1	0	0	0	0
1	90	0.1106	-8.6855	0.1106	-8.6855	528	395	0	-8.5	0	3.5	1	0	461	1	0	0	0	0
1	90	0.108	-8.6751	0.108	-8.6751	528	395	0	-8.5	0	3.5	1	0	481	1	0	0	0	0
1	90	0.0958	-8.6541	0.0958	-8.6541	528	395	0	-8.5	0	3.5	1	0	501	1	1	0	0	0
1	90	0.0712	-8.6122	0.0712	-8.6122	528	395	0	-8.5	0	3.5	1	0	521	1	1	0	0	0
1	90	0.0441	-8.5598	0.0441	-8.5598	528	395	0	-8.5	0	3.5	1	0	541	1	1	0	0	0
1	90	-0.0173	-8.4678	-0.0173	-8.4678	528	395	0	-8.5	0	3.5	1	0	561	1	1	0	0	0
1	90	-0.0628	-8.3544	-0.0628	-8.3544	528	395	0	-8.5	0	3.5	1	0	581	1	1	0	0	0
1	90	-0.1131	-8.2063	-0.1131	-8.2063	528	395	0	-8.5	0	3.5	1	0	601	1	1	0	0	0
1	90	-0.1656	-8.0338	-0.1656	-8.0338	528	395	0	-8.5	0	3.5	1	0	621	1	1	0	0	0
1	90	-0.223	-7.8258	-0.223	-7.8258	528	395	0	-8.5	0	3.5	1	0	641	1	1	0	0	0
1	90	-0.2742	-7.5846	-0.2742	-7.5846	528	395	0	-8.5	0	3.5	1	0	661	1	1	0	0	0
1	90	-0.3373	-7.3069	-0.3373	-7.3069	528	395	0	-8.5	0	3.5	1	0	681	1	1	0	0	0
1	90	-0.3767	-7.0112	-0.3767	-7.0112	528	395	0	-8.5	0	3.5	1	0	701	1	1	0	0	0
