group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active,ro
sEDS,s07,91,110.24,90,0,0,-4.2526,11.531,-3.74811243290463,12.2631991081945,1,9956,1,1,1
sEDS,s07,92,71.826,50,0,0,3.7611,11.457,6.30368756709537,10.7151991081945,1,3254,1,1,1
sEDS,s07,93,157.67,130,0,0,-11.114,4.564,-10.5844124329046,5.89889910819451,1,2950,1,1,1
sEDS,s07,94,144.87,130,0,0,-9.9575,7.0051,-8.72641243290463,8.02019910819451,1,2794,1,1,1
sEDS,s07,95,70.461,50,0,0,4.1104,11.582,6.80388756709537,10.0841991081945,1,3310,1,1,1
sEDS,s07,96,107.13,90,0,0,-3.5945,11.663,-1.81881243290463,11.9761991081945,1,3370,1,1,1
sEDS,s07,97,102.55,90,0,0,-2.6492,11.905,-0.699262432904626,12.4631991081945,1,3523,1,1,1
sEDS,s07,98,141.88,130,0,0,-9.7032,7.6147,-7.72601243290463,9.82619910819451,1,3564,1,1,1
sEDS,s07,99,67.396,50,0,0,4.6716,11.22,6.80388756709537,10.1988991081945,1,4406,1,1,1
sEDS,s07,100,49.654,50,0,0,7.8575,9.2503,9.70978756709537,6.93089910819451,1,3438,1,1,1
sEDS,s07,101,153.02,130,0,0,-10.809,5.503,-10.3934124329046,5.92749910819451,1,3504,1,1,1
sEDS,s07,102,110.38,90,0,0,-4.2264,11.375,-3.55761243290463,11.6611991081945,1,3726,1,1,1
sEDS,s07,103,97.461,90,0,0,-1.5695,11.985,-1.29471243290463,12.1481991081945,1,3814,1,1,1
sEDS,s07,104,127.74,130,0,0,-7.3806,9.5342,-5.70131243290463,10.5431991081945,1,3702,1,1,1
sEDS,s07,105,52.408,50,0,0,7.5887,9.8568,9.35258756709537,7.07419910819451,1,3565,1,1,1
sEDS,s07,106,138.77,130,0,0,-9.2203,8.0791,-8.15471243290463,8.88019910819451,1,3951,1,1,1
sEDS,s07,107,98.578,90,0,0,-1.8176,12.05,-0.0561424329046263,12.7501991081945,1,3795,1,1,1
sEDS,s07,108,51.218,50,0,0,7.6928,9.5741,9.09048756709537,7.01689910819451,1,3895,1,1,1
sEDS,s07,235,103.04,90,0,0,-2.7714,11.962,0.420247567095374,12.2631991081945,2,20804,1,1,1
sEDS,s07,236,72.216,50,0,0,3.7005,11.537,7.89958756709537,9.68289910819451,2,3750,1,1,1
sEDS,s07,237,141.52,130,0,0,-9.5011,7.5518,-8.08331243290463,8.36419910819451,2,3458,1,1,1
sEDS,s07,238,98.316,90,0,0,-1.7668,12.087,0.658447567095374,11.9471991081945,2,3880,1,1,1
sEDS,s07,239,65.3,50,0,0,5.0355,10.948,7.37548756709537,9.02349910819451,2,3858,1,1,1
sEDS,s07,240,139.03,130,0,0,-9.0914,7.896,-8.15471243290463,7.79089910819451,2,3808,1,1,1
sEDS,s07,241,97.298,90,0,0,-1.5401,12.026,0.0867775670953738,11.7751991081945,2,4168,1,1,1
sEDS,s07,242,60.361,50,0,0,5.9374,10.435,7.97098756709537,8.50749910819451,2,4303,1,1,1
sEDS,s07,243,137.66,130,0,0,-9.0273,8.227,-7.82131243290463,8.47889910819451,2,5318,1,1,1
sEDS,s07,244,65.531,50,0,0,5.0527,11.103,7.49458756709537,8.88019910819451,2,4696,1,1,1
sEDS,s07,245,99.665,90,0,0,-2.0245,11.888,0.563167567095374,11.9191991081945,2,4970,1,1,1
sEDS,s07,246,150.49,130,0,0,-10.447,5.914,-9.03611243290463,5.41149910819451,2,4663,1,1,1
sEDS,s07,247,47.619,50,0,0,8.2952,9.0904,10.2335875670954,5.15349910819451,2,4766,1,1,1
sEDS,s07,248,113.86,90,0,0,-4.9193,11.121,-4.05781243290463,11.2311991081945,2,5672,1,1,1
sEDS,s07,249,149.46,130,0,0,-10.492,6.1903,-9.36951243290463,5.26819910819451,2,5029,1,1,1
sEDS,s07,250,59.401,50,0,0,6.1872,10.463,5.85108756709537,10.3421991081945,2,5408,1,1,1
sEDS,s07,251,134.09,130,0,0,-8.4084,8.6801,-6.93991243290463,9.36749910819451,2,5024,1,1,1
sEDS,s07,252,99.365,90,0,0,-1.9635,11.905,-0.175232432904626,12.0331991081945,2,5767,1,1,1
sEDS,s07,379,69.473,50,0,0,4.2943,11.469,5.51758756709537,10.3991991081945,3,4398,1,1,1
sEDS,s07,380,144.53,130,0,0,-9.8315,7.0045,-9.20281243290463,7.41819910819451,3,3249,1,1,1
sEDS,s07,381,94.555,90,0,0,-0.9559,11.998,2.42108756709537,12.0051991081945,3,4015,1,1,1
sEDS,s07,382,115.07,90,0,0,-5.1238,10.952,-0.103772432904626,12.2051991081945,3,4031,1,1,1
sEDS,s07,383,56.558,50,0,0,6.8164,10.321,9.16198756709537,7.27489910819451,3,4139,1,1,1
sEDS,s07,384,151.5,130,0,0,-10.782,5.8544,-9.29811243290463,6.52949910819451,3,4890,1,1,1
sEDS,s07,385,70.192,50,0,0,4.1518,11.527,6.97058756709537,9.25289910819451,3,4866,1,1,1
sEDS,s07,386,137.11,130,0,0,-8.8711,8.2393,-7.72601243290463,8.88019910819451,3,4729,1,1,1
sEDS,s07,387,100.61,90,0,0,-2.2368,11.937,-0.723082432904626,11.9191991081945,3,5024,1,1,1
sEDS,s07,388,100.91,90,0,0,-2.3134,11.998,-0.532522432904626,12.0051991081945,3,4006,1,1,1
sEDS,s07,389,53.518,50,0,0,7.1441,9.6609,9.13818756709537,7.70489910819451,3,4440,1,1,1
sEDS,s07,390,144.21,130,0,0,-9.8493,7.1005,-9.08371243290463,6.58689910819451,3,3754,1,1,1
sEDS,s07,391,105.81,90,0,0,-3.3421,11.806,-3.15271243290463,11.5751991081945,3,4254,1,1,1
sEDS,s07,392,51.232,50,0,0,7.6192,9.4871,9.47168756709537,7.01689910819451,3,4862,1,1,1
sEDS,s07,393,134.79,130,0,0,-8.497,8.5588,-7.84511243290463,9.28149910819451,3,5364,1,1,1
sEDS,s07,394,132.19,130,0,0,-8.2272,9.0754,-7.05901243290463,8.82289910819451,3,4470,1,1,1
sEDS,s07,395,64.822,50,0,0,5.1138,10.878,7.54228756709537,9.22419910819451,3,5194,1,1,1
sEDS,s07,396,102.76,90,0,0,-2.6739,11.806,-0.461072432904626,11.6611991081945,3,5122,1,1,1
sEDS,s07,523,141.04,130,0,0,-9.3861,7.59,-7.96421243290463,9.56819910819451,4,7749,1,1,1
sEDS,s07,524,69.55,50,0,0,4.2665,11.442,6.80388756709537,10.0268991081945,4,4152,1,1,1
sEDS,s07,525,102.06,90,0,0,-2.5137,11.767,0.372607567095374,12.0051991081945,4,4372,1,1,1
sEDS,s07,526,147.08,130,0,0,-10.081,6.5261,-9.08371243290463,7.13149910819451,4,4009,1,1,1
sEDS,s07,527,62.497,50,0,0,5.6371,10.827,8.92378756709537,7.79089910819451,4,4660,1,1,1
sEDS,s07,528,99.643,90,0,0,-2.0553,12.096,2.27818756709537,11.5171991081945,4,3929,1,1,1
sEDS,s07,529,153.93,130,0,0,-10.97,5.3677,-10.0365124329046,5.87019910819451,4,4049,1,1,1
sEDS,s07,530,101.55,90,0,0,-2.4359,11.922,-0.127592432904626,11.9191991081945,4,3970,1,1,1
sEDS,s07,531,68.251,50,0,0,4.5204,11.331,7.68518756709537,8.88019910819451,4,4289,1,1,1
sEDS,s07,532,104.39,90,0,0,-3.019,11.771,0.539347567095374,12.1481991081945,4,4474,1,1,1
sEDS,s07,533,139.79,130,0,0,-9.2519,7.8207,-7.98801243290463,8.47889910819451,4,3789,1,1,1
sEDS,s07,534,72.099,50,0,0,3.777,11.693,6.99438756709537,9.33889910819451,4,4049,1,1,1
sEDS,s07,535,102.08,90,0,0,-2.5376,11.859,0.872787567095374,12.5781991081945,4,4571,1,1,1
sEDS,s07,536,142.93,130,0,0,-9.7904,7.3969,-7.94041243290463,8.04889910819451,4,3949,1,1,1
sEDS,s07,537,67.624,50,0,0,4.6556,11.309,6.80388756709537,9.45349910819451,4,4231,1,1,1
sEDS,s07,538,100.42,90,0,0,-2.1968,11.942,-0.413432432904626,12.5211991081945,4,4139,1,1,1
sEDS,s07,539,67.169,50,0,0,4.7115,11.191,7.06588756709537,9.76889910819451,4,4649,1,1,1
sEDS,s07,540,135.36,130,0,0,-8.7715,8.6633,-7.60691243290463,8.47889910819451,4,3869,1,1,1
sEDS,s07,139,110.15,90,0,0,-3.8956,10.619,-3.12881243290463,12.0621991081945,1,3216,1,0,1
sEDS,s07,140,67.994,50,0,0,4.3259,10.704,5.68438756709537,10.5431991081945,1,2840,1,0,1
sEDS,s07,141,158.12,130,0,0,-10.276,4.1276,-10.0365124329046,7.16019910819451,1,2749,1,0,1
sEDS,s07,142,145.34,130,0,0,-9.3629,6.4727,-9.01221243290463,8.73689910819451,1,2949,1,0,1
sEDS,s07,143,67.817,50,0,0,4.4191,10.838,8.23298756709537,8.39289910819451,1,2888,1,0,1
sEDS,s07,144,105.95,90,0,0,-3.1174,10.909,-1.36621243290463,12.4631991081945,1,2549,1,0,1
sEDS,s07,145,100.8,90,0,0,-2.1215,11.12,-0.603982432904626,12.4061991081945,1,2488,1,0,1
sEDS,s07,146,143.7,130,0,0,-9.3329,6.8545,-8.79791243290463,7.50419910819451,1,2689,1,0,1
sEDS,s07,147,64,50,0,0,5.1147,10.487,8.35208756709537,8.42149910819451,1,2669,1,0,1
sEDS,s07,148,48.836,50,0,0,7.5389,8.6226,9.18578756709537,6.50089910819451,1,2669,1,0,1
sEDS,s07,149,153.84,130,0,0,-10.106,4.9635,-9.79831243290463,6.24289910819451,1,2409,1,0,1
sEDS,s07,150,108.2,90,0,0,-3.5291,10.737,-2.96211243290463,11.9471991081945,1,2989,1,0,1
sEDS,s07,151,95.755,90,0,0,-1.1194,11.107,-0.0799524329046263,12.0911991081945,1,2929,1,0,1
sEDS,s07,152,129.35,130,0,0,-7.1291,8.6937,-5.05821243290463,11.2881991081945,1,2969,1,0,1
sEDS,s07,153,50.382,50,0,0,7.5352,9.1027,8.92378756709537,7.21749910819451,1,2889,1,0,1
sEDS,s07,154,139.51,130,0,0,-8.7402,7.4618,-8.01181243290463,8.62219910819451,1,2949,1,0,1
sEDS,s07,155,96.924,90,0,0,-1.3681,11.265,-0.103772432904626,12.5491991081945,1,2849,1,0,1
sEDS,s07,156,50.023,50,0,0,7.3483,8.7646,8.56648756709537,7.24619910819451,1,3289,1,0,1
sEDS,s07,283,101.65,90,0,0,-2.3156,11.229,-0.151412432904626,12.0331991081945,2,3453,1,0,1
sEDS,s07,284,68.499,50,0,0,4.2073,10.68,5.63668756709537,10.3711991081945,2,2492,1,0,1
sEDS,s07,285,142.73,130,0,0,-8.9162,6.7855,-8.86931243290463,7.81949910819451,2,2412,1,0,1
sEDS,s07,286,96.5,90,0,0,-1.2785,11.222,1.53978756709537,12.7791991081945,2,2329,1,0,1
sEDS,s07,287,62.09,50,0,0,5.3366,10.075,7.16118756709537,9.36749910819451,2,2532,1,0,1
sEDS,s07,288,139.44,130,0,0,-8.5569,7.3227,-7.27341243290463,8.99489910819451,2,2804,1,0,1
sEDS,s07,289,95.277,90,0,0,-1.0379,11.236,-0.461072432904626,12.0051991081945,2,2918,1,0,1
sEDS,s07,290,57.396,50,0,0,6.0702,9.4904,8.51888756709537,7.84819910819451,2,2976,1,0,1
sEDS,s07,291,138.01,130,0,0,-8.4907,7.6419,-7.91651243290463,9.08089910819451,2,3200,1,0,1
sEDS,s07,292,62.754,50,0,0,5.2578,10.21,7.56608756709537,8.56489910819451,2,3098,1,0,1
sEDS,s07,293,97.82,90,0,0,-1.5275,11.122,-0.127592432904626,11.9191991081945,2,3389,1,0,1
sEDS,s07,294,150.08,130,0,0,-9.68,5.5703,-9.94121243290463,6.95949910819451,2,3069,1,0,1
sEDS,s07,295,47.803,50,0,0,7.7601,8.5592,9.70978756709537,6.73019910819451,2,3008,1,0,1
sEDS,s07,296,111.08,90,0,0,-4.1454,10.755,-3.00971243290463,11.4891991081945,2,3144,1,0,1
sEDS,s07,297,147.54,130,0,0,-9.5205,6.0549,-9.36951243290463,7.07419910819451,2,3009,1,0,1
sEDS,s07,298,58.351,50,0,0,5.9898,9.7178,8.99528756709537,6.64419910819451,2,3230,1,0,1
sEDS,s07,299,133.51,130,0,0,-7.7166,8.1295,-7.70221243290463,8.88019910819451,2,3179,1,0,1
sEDS,s07,300,98.146,90,0,0,-1.6082,11.236,-0.341971432904626,11.8041991081945,2,3865,1,0,1
sEDS,s07,427,68.187,50,0,0,4.2384,10.59,6.97058756709537,9.65419910819451,3,3435,1,0,1
sEDS,s07,428,144.17,130,0,0,-9.0079,6.5046,-9.41721243290463,7.16019910819451,3,2494,1,0,1
sEDS,s07,429,93.221,90,0,0,-0.6271,11.145,2.39728756709537,11.6611991081945,3,2409,1,0,1
sEDS,s07,430,113.48,90,0,0,-4.5338,10.439,-3.96251243290463,11.8611991081945,3,2689,1,0,1
sEDS,s07,431,55.042,50,0,0,6.5969,9.4361,9.40018756709537,6.98819910819451,3,2623,1,0,1
sEDS,s07,432,150.5,130,0,0,-9.9114,5.6067,-10.4654124329046,6.35749910819451,3,2869,1,0,1
sEDS,s07,433,67.444,50,0,0,4.4196,10.641,6.47038756709537,9.65419910819451,3,2829,1,0,1
sEDS,s07,434,136.74,130,0,0,-8.2102,7.725,-8.32151243290463,9.36749910819451,3,2869,1,0,1
sEDS,s07,435,98.892,90,0,0,-1.7615,11.259,-0.508712432904626,12.3771991081945,3,2990,1,0,1
